neighborhood,postal_code,declared_transaction_value,reference_property_value,reference_value_proportional,tax_base_value,transaction_date,transaction_type,built_area_sqm,property_use_description,transferred_share_percentage,source,bucket_start
,4125200.0,318000.0,744972.0,1042.9608,318000.0,2024-12-10 00:00:00,1.Compra e venda,232,RESIDÊNCIA,0.14,JAN-2025,200
,4125200.0,285448.0,744972.0,1042.9608,285448.0,2024-12-09 00:00:00,1.Compra e venda,232,RESIDÊNCIA,0.14,JAN-2025,200
,4125200.0,253402.53,744972.0,1042.9608,253402.53,2024-12-17 00:00:00,1.Compra e venda,232,RESIDÊNCIA,0.14,JAN-2025,200
REI,2883050.0,237500.0,1827935.0,18279.35,237500.0,2024-11-29 00:00:00,1.Compra e venda,60,RESIDÊNCIA,1.0,JAN-2025,0
,4125200.0,256486.22,744972.0,1042.9608,256486.22,2024-12-09 00:00:00,1.Compra e venda,232,RESIDÊNCIA,0.14,JAN-2025,200
,4125200.0,268271.65,744972.0,1042.9608,268271.65,2024-12-10 00:00:00,1.Compra e venda,232,RESIDÊNCIA,0.14,JAN-2025,200
,4125200.0,350000.0,744972.0,1117.458,350000.0,2024-12-09 00:00:00,1.Compra e venda,232,RESIDÊNCIA,0.15,JAN-2025,200
,3512020.0,265000.0,689057.0,137.8114,265000.0,2024-12-09 00:00:00,1.Compra e venda,159,RESIDÊNCIA,0.02,JAN-2025,100
VL MADALENA,5447170.0,3500000.0,1679852.0,1679852.0,3500000.0,2025-01-06 00:00:00,1.Compra e venda,258,RESIDÊNCIA,100.0,JAN-2025,200
VL ARICANDUVA,3502000.0,264000.0,760827.0,456.4962,264000.0,2024-12-17 00:00:00,1.Compra e venda,126,RESIDÊNCIA,0.06,JAN-2025,100
JARDIM CECY,4071045.0,959500.0,516835.0,516835.0,959500.0,2024-12-30 00:00:00,1.Compra e venda,137,RESIDÊNCIA,100.0,JAN-2025,100
,2735030.0,94939.86,641455.0,3463.857,94939.86,2025-01-06 00:00:00,1.Compra e venda,110,RESIDÊNCIA,0.54,JAN-2025,100
,2735030.0,94939.86,560494.0,3026.6676,94939.86,2025-01-06 00:00:00,1.Compra e venda,79,RESIDÊNCIA,0.54,JAN-2025,0
,2735030.0,94939.86,677833.0,3660.2982,94939.86,2025-01-06 00:00:00,1.Compra e venda,210,RESIDÊNCIA,0.54,JAN-2025,200
,4061002.0,740000.0,501056.0,501056.0,740000.0,2024-12-19 00:00:00,1.Compra e venda,150,RESIDÊNCIA,100.0,JAN-2025,100
CIDADE ADEMAR,4404040.0,230000.0,399072.0,399072.0,399072.0,2025-01-13 00:00:00,1.Compra e venda,160,RESIDÊNCIA,100.0,JAN-2025,100
VILA MARIANA,4111081.0,1683440.25,903696.0,6777.72,1683440.25,2025-01-03 00:00:00,1.Compra e venda,129,RESIDÊNCIA,0.75,JAN-2025,100
,1137020.0,403000.0,424548.0,424548.0,424548.0,2025-01-06 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,JAN-2025,100
CAMPO LIMPO,5794380.0,430000.0,213714.0,213714.0,430000.0,2024-12-30 00:00:00,1.Compra e venda,90,RESIDÊNCIA,100.0,JAN-2025,0
JD FELICIDADE,5143320.0,420000.0,267051.0,267051.0,420000.0,2025-01-06 00:00:00,1.Compra e venda,60,RESIDÊNCIA,100.0,JAN-2025,0
JD VL RICA,4405135.0,225000.0,502824.0,251412.0,251412.0,2025-01-06 00:00:00,1.Compra e venda,142,RESIDÊNCIA,50.0,JAN-2025,100
,3585080.0,360000.0,208477.0,208477.0,360000.0,2024-12-24 00:00:00,1.Compra e venda,106,RESIDÊNCIA,100.0,JAN-2025,100
JD UBIRAJARA,4458000.0,274138.39,67100614.0,275112.5174,275112.52,2025-01-03 00:00:00,1.Compra e venda,240,RESIDÊNCIA,0.41,JAN-2025,200
CAPAO REDONDO,5859000.0,1500000.0,514406.0,514406.0,1500000.0,2025-01-09 00:00:00,1.Compra e venda,160,RESIDÊNCIA,100.0,JAN-2025,100
JD PRUDENCIA,4648110.0,1000000.0,1027246.0,1027246.0,1027246.0,2025-01-10 00:00:00,1.Compra e venda,172,RESIDÊNCIA,100.0,JAN-2025,100
VILA ARICANDUVA,3502000.0,888708.0,2371849.0,237.1849,888708.0,2025-01-02 00:00:00,1.Compra e venda,327,RESIDÊNCIA,0.01,JAN-2025,300
,4870170.0,580000.0,249450.0,249450.0,580000.0,2025-01-07 00:00:00,1.Compra e venda,80,RESIDÊNCIA,100.0,JAN-2025,0
CAMPO BELO,4602007.0,117156.19,1895620.0,9098.976,117156.19,2025-01-07 00:00:00,1.Compra e venda,247,RESIDÊNCIA,0.48,JAN-2025,200
CAMPO BELO,4602007.0,95361.08,1542969.0,7406.2512,95361.08,2025-01-07 00:00:00,1.Compra e venda,280,RESIDÊNCIA,0.48,JAN-2025,200
BROOKLIN,4602007.0,92485.42,1496440.0,7182.912,92485.42,2025-01-07 00:00:00,1.Compra e venda,284,RESIDÊNCIA,0.48,JAN-2025,200
CAMPO BELO,4602050.0,59010.04,954799.0,4583.0352,59010.04,2025-01-07 00:00:00,1.Compra e venda,153,RESIDÊNCIA,0.48,JAN-2025,100
,4602050.0,61773.28,999509.0,4797.6432,61773.28,2025-01-07 00:00:00,1.Compra e venda,153,RESIDÊNCIA,0.48,JAN-2025,100
BROOKLIN PAULISTA,4602050.0,85736.16,1387235.0,6658.728,85736.16,2025-01-07 00:00:00,1.Compra e venda,208,RESIDÊNCIA,0.48,JAN-2025,200
,4553003.0,113477.83,1836103.0,8813.2944,113477.83,2025-01-07 00:00:00,1.Compra e venda,240,RESIDÊNCIA,0.48,JAN-2025,200
,4785100.0,750000.0,444203.0,444203.0,750000.0,2025-01-10 00:00:00,1.Compra e venda,120,RESIDÊNCIA,100.0,JAN-2025,100
TUCURUVI,2243010.0,47500.0,481358.0,48.1358,47500.0,2025-01-06 00:00:00,1.Compra e venda,62,RESIDÊNCIA,0.01,JAN-2025,0
PERDIZES,5018010.0,300000.0,3139935.0,6907.857,300000.0,2024-12-27 00:00:00,1.Compra e venda,200,RESIDÊNCIA,0.22,JAN-2025,200
FREGUESIA DO O,2840170.0,720000.0,577335.0,577335.0,720000.0,2025-01-02 00:00:00,1.Compra e venda,209,RESIDÊNCIA,100.0,JAN-2025,200
JD VERA CRUZ,8330000.0,400000.0,245645.0,245645.0,400000.0,2024-12-27 00:00:00,1.Compra e venda,76,RESIDÊNCIA,100.0,JAN-2025,0
FREGUESIA DO O,2735030.0,94939.86,1028675.0,5554.845,94939.86,2025-01-06 00:00:00,1.Compra e venda,259,RESIDÊNCIA,0.54,JAN-2025,200
,4020050.0,1845957.48,4030719.0,403.0719,1845957.48,2024-12-30 00:00:00,1.Compra e venda,460,RESIDÊNCIA,0.01,JAN-2025,400
,4523010.0,4441459.3,4397927.0,59372.0145,4441459.3,2025-01-02 00:00:00,1.Compra e venda,311,RESIDÊNCIA,1.35,JAN-2025,300
JD SAO JORGE,4857310.0,80000.0,156020.0,78010.0,80000.0,2025-01-07 00:00:00,1.Compra e venda,80,RESIDÊNCIA,50.0,JAN-2025,0
VILA ARICANDUVA,3502000.0,249000.0,2277542.0,227.7542,249000.0,2024-12-30 00:00:00,1.Compra e venda,327,RESIDÊNCIA,0.01,JAN-2025,300
,4523010.0,375000.0,4397927.0,7036.6832,375000.0,2025-01-03 00:00:00,1.Compra e venda,311,RESIDÊNCIA,0.16,JAN-2025,300
ARUJA,5830190.0,375000.0,167702.0,167702.0,375000.0,2025-01-07 00:00:00,1.Compra e venda,80,RESIDÊNCIA,100.0,JAN-2025,0
JD CONSOLATA,2441130.0,882900.0,1264237.0,1264237.0,1264237.0,2025-01-06 00:00:00,1.Compra e venda,240,RESIDÊNCIA,100.0,JAN-2025,200
,4565000.0,1438200.0,742350.0,742350.0,1438200.0,2024-12-30 00:00:00,1.Compra e venda,125,RESIDÊNCIA,100.0,JAN-2025,100
CIDADE JARDIM,5603001.0,6880000.0,10163091.0,1016.3091,6880000.0,2025-01-10 00:00:00,1.Compra e venda,1100,RESIDÊNCIA,0.01,JAN-2025,1100
CIDADE JARDIM,5603001.0,1720000.0,10163091.0,1016.3091,1720000.0,2025-01-10 00:00:00,1.Compra e venda,1100,RESIDÊNCIA,0.01,JAN-2025,1100
JARDIM LEONOR,5658000.0,2150000.0,1244826.0,1244826.0,2150000.0,2024-12-30 00:00:00,1.Compra e venda,436,RESIDÊNCIA,100.0,JAN-2025,400
CHACARA PIRAJUSSARA,5787902.0,564.36,198329.0,198329.0,198329.0,2025-01-08 00:00:00,1.Compra e venda,81,RESIDÊNCIA,100.0,JAN-2025,0
PT.LTS.1 E 2 QD.28,3357020.0,580000.0,233532.0,233532.0,580000.0,2025-01-07 00:00:00,1.Compra e venda,114,RESIDÊNCIA,100.0,JAN-2025,100
GUAIANAZES,8473300.0,250000.0,554786.0,39556.2418,250000.0,2024-12-24 00:00:00,1.Compra e venda,110,RESIDÊNCIA,7.13,JAN-2025,100
,1445030.0,11100000.0,8223772.0,8223772.0,11100000.0,2025-01-10 00:00:00,1.Compra e venda,374,RESIDÊNCIA,100.0,JAN-2025,300
VL MADALENA,5432070.0,4100000.0,3544414.0,3544414.0,4100000.0,2025-01-06 00:00:00,1.Compra e venda,629,RESIDÊNCIA,100.0,JAN-2025,600
,3375100.0,233000.0,1158570.0,1158570.0,1158570.0,2025-01-13 00:00:00,1.Compra e venda,380,RESIDÊNCIA,100.0,JAN-2025,300
MOOCA,3120001.0,950000.0,624717.0,624717.0,950000.0,2024-12-30 00:00:00,1.Compra e venda,150,RESIDÊNCIA,100.0,JAN-2025,100
,5116080.0,350000.0,425036.0,425036.0,425036.0,2025-01-07 00:00:00,1.Compra e venda,60,RESIDÊNCIA,100.0,JAN-2025,0
JD MIRNA,4856110.0,330000.0,147506.0,147506.0,330000.0,2025-01-09 00:00:00,1.Compra e venda,140,RESIDÊNCIA,100.0,JAN-2025,100
JARDIM POPULAR,3671000.0,710000.0,399608.0,399608.0,710000.0,2025-01-07 00:00:00,1.Compra e venda,110,RESIDÊNCIA,100.0,JAN-2025,100
,3679070.0,370000.0,1221997.0,13564.1667,370000.0,2024-12-27 00:00:00,1.Compra e venda,117,RESIDÊNCIA,1.11,JAN-2025,100
,4020050.0,1711221.49,4181450.0,418.145,1711221.49,2025-01-06 00:00:00,1.Compra e venda,460,RESIDÊNCIA,0.01,JAN-2025,400
,3807010.0,490000.0,286185.0,286185.0,490000.0,2025-01-03 00:00:00,1.Compra e venda,133,RESIDÊNCIA,100.0,JAN-2025,100
,3692000.0,205000.0,326197.0,326197.0,326197.0,2025-01-07 00:00:00,1.Compra e venda,115,RESIDÊNCIA,100.0,JAN-2025,100
,5053050.0,1150000.0,1437240.0,1437240.0,1437240.0,2024-12-30 00:00:00,1.Compra e venda,218,RESIDÊNCIA,100.0,JAN-2025,200
,3615030.0,530000.0,413437.0,413437.0,530000.0,2024-12-18 00:00:00,1.Compra e venda,130,RESIDÊNCIA,100.0,JAN-2025,100
,5781300.0,265000.0,66404.0,66404.0,265000.0,2025-01-07 00:00:00,1.Compra e venda,40,RESIDÊNCIA,100.0,JAN-2025,0
,3103030.0,570000.0,260361.0,260361.0,570000.0,2024-12-30 00:00:00,1.Compra e venda,121,RESIDÊNCIA,100.0,JAN-2025,100
SANTA TEREZINHA,2431060.0,600000.0,652888.0,652888.0,652888.0,2025-01-06 00:00:00,1.Compra e venda,120,RESIDÊNCIA,100.0,JAN-2025,100
,2190120.0,262660.68,7226119.0,14452.238,262660.68,2025-01-03 00:00:00,1.Compra e venda,354,RESIDÊNCIA,0.2,JAN-2025,300
JD JUSSARA,5544000.0,300000.0,167574.0,167574.0,300000.0,2025-01-07 00:00:00,1.Compra e venda,69,RESIDÊNCIA,100.0,JAN-2025,0
VL RIO BRANCO,3873100.0,330000.0,223298.0,223298.0,330000.0,2025-01-09 00:00:00,1.Compra e venda,68,RESIDÊNCIA,100.0,JAN-2025,0
VILA GUSTAVO,2206010.0,500000.0,255738.0,255738.0,500000.0,2024-12-30 00:00:00,1.Compra e venda,82,RESIDÊNCIA,100.0,JAN-2025,0
,4020050.0,1776846.58,4181450.0,418.145,1776846.58,2025-01-06 00:00:00,1.Compra e venda,460,RESIDÊNCIA,0.01,JAN-2025,400
CIDADE PATRIARCA,3540200.0,200000.0,685160.0,685160.0,685160.0,2025-01-07 00:00:00,1.Compra e venda,180,RESIDÊNCIA,100.0,JAN-2025,100
,2817000.0,250000.0,186911.0,186911.0,250000.0,2025-01-06 00:00:00,1.Compra e venda,44,RESIDÊNCIA,100.0,JAN-2025,0
VILA ARICANDUVA,3502000.0,904971.2,2277542.0,227.7542,904971.2,2024-12-30 00:00:00,1.Compra e venda,327,RESIDÊNCIA,0.01,JAN-2025,300
VILA GUMERCINDO,4131000.0,230300.0,1532913.0,3372.4086,230300.0,2024-12-11 00:00:00,1.Compra e venda,168,RESIDÊNCIA,0.22,JAN-2025,100
,3201010.0,554550.0,328768.0,328768.0,554550.0,2025-01-07 00:00:00,1.Compra e venda,90,RESIDÊNCIA,100.0,JAN-2025,0
COND RES SANTA CIRILA,3622050.0,600000.0,382012.0,382012.0,600000.0,2025-01-03 00:00:00,1.Compra e venda,122,RESIDÊNCIA,100.0,JAN-2025,100
POMPEIA,5024030.0,80000.0,185468.0,185468.0,185468.0,2025-01-07 00:00:00,1.Compra e venda,89,RESIDÊNCIA,100.0,JAN-2025,0
ANE,3578130.0,330000.0,391670.0,391670.0,391670.0,2024-12-27 00:00:00,1.Compra e venda,26,RESIDÊNCIA,100.0,JAN-2025,0
,5841090.0,792698.72,354372.0,354372.0,792698.72,2025-01-08 00:00:00,1.Compra e venda,124,RESIDÊNCIA,100.0,JAN-2025,100
,3192040.0,495000.0,237243.0,237243.0,495000.0,2024-12-27 00:00:00,1.Compra e venda,98,RESIDÊNCIA,100.0,JAN-2025,0
JD UBIRAJARA,4458000.0,238122.97,64190526.0,89866.7364,238122.97,2024-11-26 00:00:00,1.Compra e venda,240,RESIDÊNCIA,0.14,JAN-2025,200
,5841090.0,1075273.99,446399.0,446399.0,1075273.99,2025-01-08 00:00:00,1.Compra e venda,143,RESIDÊNCIA,100.0,JAN-2025,100
RES PALMAS DO TREMEMBE,2346000.0,650000.0,571046.0,571046.0,650000.0,2024-12-27 00:00:00,1.Compra e venda,229,RESIDÊNCIA,100.0,JAN-2025,200
SANTO AMARO,4693120.0,1150000.0,1480209.0,1480209.0,1480209.0,2024-12-30 00:00:00,1.Compra e venda,260,RESIDÊNCIA,100.0,JAN-2025,200
ITAQUERA,8275350.0,430000.0,212802.0,212802.0,430000.0,2025-01-06 00:00:00,1.Compra e venda,135,RESIDÊNCIA,100.0,JAN-2025,100
,3810010.0,330000.0,194098.0,194098.0,330000.0,2024-12-27 00:00:00,1.Compra e venda,67,RESIDÊNCIA,100.0,JAN-2025,0
JAGUARE,5331030.0,570000.0,497879.0,497879.0,570000.0,2024-12-27 00:00:00,1.Compra e venda,171,RESIDÊNCIA,100.0,JAN-2025,100
CENTENARIO,3933020.0,591000.0,339410.0,339410.0,591000.0,2024-12-30 00:00:00,1.Compra e venda,116,RESIDÊNCIA,100.0,JAN-2025,100
,3176000.0,550000.0,352290.0,352290.0,550000.0,2025-01-08 00:00:00,1.Compra e venda,92,RESIDÊNCIA,100.0,JAN-2025,0
REI,2883050.0,239240.24,1827935.0,18279.35,239240.24,2024-12-18 00:00:00,1.Compra e venda,60,RESIDÊNCIA,1.0,JAN-2025,0
VL GUARANI,5524020.0,855670.1,480384.0,480384.0,855670.1,2025-01-07 00:00:00,1.Compra e venda,143,RESIDÊNCIA,100.0,JAN-2025,100
,5126160.0,430000.0,280009.0,280009.0,430000.0,2025-01-07 00:00:00,1.Compra e venda,93,RESIDÊNCIA,100.0,JAN-2025,0
JARDIM IVA,3910000.0,340000.0,231836.0,231836.0,340000.0,2025-01-08 00:00:00,1.Compra e venda,75,RESIDÊNCIA,100.0,JAN-2025,0
,3912090.0,360000.0,247779.0,247779.0,360000.0,2025-01-08 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,JAN-2025,100
PACAEMBU,1236000.0,5000000.0,3343711.0,3343711.0,5000000.0,2025-01-09 00:00:00,1.Compra e venda,495,RESIDÊNCIA,100.0,JAN-2025,400
,4635080.0,516000.0,469603.0,469603.0,516000.0,2025-01-03 00:00:00,1.Compra e venda,130,RESIDÊNCIA,100.0,JAN-2025,100
,5079000.0,2000000.0,1907209.0,1907209.0,2000000.0,2024-12-30 00:00:00,1.Compra e venda,226,RESIDÊNCIA,100.0,JAN-2025,200
,4020050.0,378890.93,4030719.0,403.0719,378890.93,2024-12-30 00:00:00,1.Compra e venda,460,RESIDÊNCIA,0.01,JAN-2025,400
JARDIM DAS ACACIAS,4704040.0,590000.0,2109171.0,15186.0312,590000.0,2025-01-07 00:00:00,1.Compra e venda,242,RESIDÊNCIA,0.72,JAN-2025,200
,5571040.0,525000.0,379985.0,379985.0,525000.0,2024-12-30 00:00:00,1.Compra e venda,151,RESIDÊNCIA,100.0,JAN-2025,100
,3649010.0,24566.31,0.0,0.0,24566.31,2024-12-17 00:00:00,1.Compra e venda,401,RESIDÊNCIA,0.05,JAN-2025,400
JD SAO JOSE,8032280.0,180000.0,339026.0,339026.0,339026.0,2025-01-07 00:00:00,1.Compra e venda,146,RESIDÊNCIA,100.0,JAN-2025,100
CIDADE JARDIM,5674000.0,7500000.0,4189652.0,4189652.0,7500000.0,2025-01-07 00:00:00,1.Compra e venda,588,RESIDÊNCIA,100.0,JAN-2025,500
VL. ANTONIETA,3474050.0,430000.0,279732.0,279732.0,430000.0,2024-12-19 00:00:00,1.Compra e venda,85,RESIDÊNCIA,100.0,JAN-2025,0
JD UBIRAJARA,4458000.0,236168.24,64190526.0,25676.2104,236168.24,2024-12-26 00:00:00,1.Compra e venda,240,RESIDÊNCIA,0.04,JAN-2025,200
,3649010.0,24566.31,0.0,0.0,24566.31,2024-11-29 00:00:00,1.Compra e venda,401,RESIDÊNCIA,0.05,JAN-2025,400
MOOCA,3176000.0,350000.0,346183.0,346183.0,350000.0,2025-01-10 00:00:00,1.Compra e venda,106,RESIDÊNCIA,100.0,JAN-2025,100
,5619010.0,900000.0,857651.0,857651.0,900000.0,2025-01-09 00:00:00,1.Compra e venda,171,RESIDÊNCIA,100.0,JAN-2025,100
,3929230.0,310000.0,278796.0,278796.0,310000.0,2024-12-27 00:00:00,1.Compra e venda,90,RESIDÊNCIA,100.0,JAN-2025,0
JARDIM CONSORCIO,4438220.0,340000.0,199128.0,199128.0,340000.0,2025-01-09 00:00:00,1.Compra e venda,68,RESIDÊNCIA,100.0,JAN-2025,0
VL ESPERANCA,3651120.0,550000.0,330600.0,330600.0,550000.0,2024-12-30 00:00:00,1.Compra e venda,102,RESIDÊNCIA,100.0,JAN-2025,100
,5731250.0,815000.0,352029.0,352029.0,815000.0,2025-01-07 00:00:00,1.Compra e venda,130,RESIDÊNCIA,100.0,JAN-2025,100
VL MORSE,5623000.0,590000.0,443366.0,443366.0,590000.0,2024-12-27 00:00:00,1.Compra e venda,103,RESIDÊNCIA,100.0,JAN-2025,100
,4826090.0,147000.0,203052.0,203052.0,203052.0,2025-01-07 00:00:00,1.Compra e venda,68,RESIDÊNCIA,100.0,JAN-2025,0
BUTANTA,5592000.0,600000.0,618393.0,618393.0,618393.0,2025-01-09 00:00:00,1.Compra e venda,159,RESIDÊNCIA,100.0,JAN-2025,100
,4020050.0,1934496.76,4181450.0,418.145,1934496.76,2025-01-07 00:00:00,1.Compra e venda,460,RESIDÊNCIA,0.01,JAN-2025,400
,3617020.0,499002.23,323028.0,323028.0,499002.23,2025-01-06 00:00:00,1.Compra e venda,140,RESIDÊNCIA,100.0,JAN-2025,100
JD UBIRAJARA,4458000.0,234655.02,67100614.0,6710.0614,234655.02,2025-01-06 00:00:00,1.Compra e venda,240,RESIDÊNCIA,0.01,JAN-2025,200
,5329030.0,525000.0,402331.0,402331.0,525000.0,2025-01-07 00:00:00,1.Compra e venda,140,RESIDÊNCIA,100.0,JAN-2025,100
,4703020.0,35067.0,909871.0,90.9871,35067.0,2025-01-07 00:00:00,1.Compra e venda,139,RESIDÊNCIA,0.01,JAN-2025,100
,2419040.0,460000.0,366377.0,366377.0,460000.0,2025-01-03 00:00:00,1.Compra e venda,110,RESIDÊNCIA,100.0,JAN-2025,100
,4160060.0,410000.0,217295.0,217295.0,410000.0,2025-01-14 00:00:00,1.Compra e venda,125,RESIDÊNCIA,100.0,JAN-2025,100
ANE,3578130.0,260000.0,391670.0,4621.706,260000.0,2024-12-27 00:00:00,1.Compra e venda,26,RESIDÊNCIA,1.18,JAN-2025,0
QUARTA SECCAO DE INT,4815150.0,245000.0,566224.0,27914.8432,245000.0,2025-01-08 00:00:00,1.Compra e venda,60,RESIDÊNCIA,4.93,JAN-2025,0
,4017020.0,1580000.0,1579151.0,1579151.0,1580000.0,2024-12-30 00:00:00,1.Compra e venda,184,RESIDÊNCIA,100.0,JAN-2025,100
,2234090.0,440000.0,212097.0,212097.0,440000.0,2024-12-30 00:00:00,1.Compra e venda,127,RESIDÊNCIA,100.0,JAN-2025,100
,4652220.0,630000.0,538052.0,538052.0,630000.0,2025-01-06 00:00:00,1.Compra e venda,120,RESIDÊNCIA,100.0,JAN-2025,100
BRAS,3164150.0,469000.0,240938.0,240938.0,469000.0,2025-01-08 00:00:00,1.Compra e venda,120,RESIDÊNCIA,100.0,JAN-2025,100
MORUMBI,5750330.0,690000.0,541242.0,541242.0,690000.0,2025-01-10 00:00:00,1.Compra e venda,180,RESIDÊNCIA,100.0,JAN-2025,100
FERREIRA,5524060.0,530000.0,294423.0,294423.0,530000.0,2025-01-07 00:00:00,1.Compra e venda,117,RESIDÊNCIA,100.0,JAN-2025,100
VILA DOMITILA,3626150.0,260000.0,318223.0,318223.0,318223.0,2025-01-09 00:00:00,1.Compra e venda,151,RESIDÊNCIA,100.0,JAN-2025,100
SANTO AMARO,4752080.0,900000.0,911723.0,911723.0,911723.0,2025-01-09 00:00:00,1.Compra e venda,149,RESIDÊNCIA,100.0,JAN-2025,100
,4708040.0,1002273.6,1140708.0,8327.1684,1002273.6,2025-01-14 00:00:00,1.Compra e venda,130,RESIDÊNCIA,0.73,JAN-2025,100
V SALETE,3615050.0,570000.0,469593.0,469593.0,570000.0,2025-01-10 00:00:00,1.Compra e venda,148,RESIDÊNCIA,100.0,JAN-2025,100
STO AMARO,4649000.0,190562.4,1813495.0,17772.251,190562.4,2025-01-14 00:00:00,1.Compra e venda,286,RESIDÊNCIA,0.98,JAN-2025,200
STO AMARO,4649000.0,192946.3,1813495.0,17772.251,192946.3,2025-01-14 00:00:00,1.Compra e venda,286,RESIDÊNCIA,0.98,JAN-2025,200
,8230530.0,280000.0,392941.0,392941.0,392941.0,2025-01-08 00:00:00,1.Compra e venda,110,RESIDÊNCIA,100.0,JAN-2025,100
PQ. NOVO MUNDO,2189040.0,551493.0,551493.0,551493.0,551493.0,2025-01-14 00:00:00,1.Compra e venda,217,RESIDÊNCIA,100.0,JAN-2025,200
VL FORMOSA,3462040.0,480000.0,444696.0,444696.0,480000.0,2025-01-13 00:00:00,1.Compra e venda,184,RESIDÊNCIA,100.0,JAN-2025,100
CID SATELITE,8330380.0,550000.0,300698.0,300698.0,550000.0,2025-01-06 00:00:00,1.Compra e venda,90,RESIDÊNCIA,100.0,JAN-2025,0
,5014002.0,2119999.66,3823216.0,3823216.0,3823216.0,2025-01-08 00:00:00,1.Compra e venda,70,RESIDÊNCIA,100.0,JAN-2025,0
VL AMALIA,2671060.0,245000.0,256320.0,256320.0,256320.0,2025-01-07 00:00:00,1.Compra e venda,134,RESIDÊNCIA,100.0,JAN-2025,100
VL SERRALHEIRO,2836090.0,395161.0,395161.0,395161.0,395161.0,2025-01-07 00:00:00,1.Compra e venda,112,RESIDÊNCIA,100.0,JAN-2025,100
,2674050.0,200000.0,663201.0,331600.5,331600.5,2025-01-10 00:00:00,1.Compra e venda,217,RESIDÊNCIA,50.0,JAN-2025,200
JAGUARE,5346020.0,370000.0,210623.0,210623.0,370000.0,2024-12-09 00:00:00,1.Compra e venda,97,RESIDÊNCIA,100.0,JAN-2025,0
JD RAPOSO TAVARES,5551160.0,385000.0,323778.0,323778.0,385000.0,2025-01-02 00:00:00,1.Compra e venda,66,RESIDÊNCIA,100.0,JAN-2025,0
LIMAO,2723000.0,690000.0,470181.0,470181.0,690000.0,2024-12-30 00:00:00,1.Compra e venda,136,RESIDÊNCIA,100.0,JAN-2025,100
JD UBIRAJARA,4458000.0,241071.19,64190526.0,25676.2104,241071.19,2024-12-20 00:00:00,1.Compra e venda,240,RESIDÊNCIA,0.04,JAN-2025,200
ROBRU,8150280.0,290000.0,215354.0,215354.0,290000.0,2025-01-14 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,JAN-2025,100
,2071030.0,1300000.0,1683868.0,1683868.0,1683868.0,2025-01-10 00:00:00,1.Compra e venda,340,RESIDÊNCIA,100.0,JAN-2025,300
,3506000.0,345000.0,138154.0,138154.0,345000.0,2025-01-08 00:00:00,1.Compra e venda,88,RESIDÊNCIA,100.0,JAN-2025,0
,4125200.0,1436.41,0.0,0.0,0.0,2024-08-01 00:00:00,1.Compra e venda,232,RESIDÊNCIA,0.14,JAN-2025,200
TUCURUVI,2213000.0,470000.0,397370.0,397370.0,470000.0,2025-01-15 00:00:00,1.Compra e venda,109,RESIDÊNCIA,100.0,JAN-2025,100
,3357050.0,240000.0,1319902.0,238374.3012,240000.0,2025-01-10 00:00:00,1.Compra e venda,319,RESIDÊNCIA,18.06,JAN-2025,300
VL MENDES,3257070.0,400000.0,448690.0,448690.0,448690.0,2024-12-12 00:00:00,1.Compra e venda,135,RESIDÊNCIA,100.0,JAN-2025,100
STO AMARO,4671210.0,1850000.0,648165.0,648165.0,1850000.0,2025-01-15 00:00:00,1.Compra e venda,143,RESIDÊNCIA,100.0,JAN-2025,100
TATUAPE,3316000.0,130000.0,2387177.0,477.4354,130000.0,2025-01-09 00:00:00,1.Compra e venda,250,RESIDÊNCIA,0.02,JAN-2025,200
ITAQUERA,3583060.0,600000.0,619873.0,619873.0,619873.0,2025-01-10 00:00:00,1.Compra e venda,182,RESIDÊNCIA,100.0,JAN-2025,100
,3012040.0,1820000.0,2052434.0,2052434.0,2052434.0,2025-01-08 00:00:00,1.Compra e venda,340,RESIDÊNCIA,100.0,JAN-2025,300
JD RODOLFO PIRANI,8310010.0,7000.0,292679.0,292679.0,292679.0,2025-01-10 00:00:00,1.Compra e venda,142,RESIDÊNCIA,100.0,JAN-2025,100
,3012050.0,754000.0,794894.0,794894.0,794894.0,2025-01-08 00:00:00,1.Compra e venda,80,RESIDÊNCIA,100.0,JAN-2025,0
,3012050.0,754000.0,778707.0,778707.0,778707.0,2025-01-08 00:00:00,1.Compra e venda,80,RESIDÊNCIA,100.0,JAN-2025,0
JD RODOLFO PIRANI,8310010.0,7000.0,150315.0,150315.0,150315.0,2025-01-10 00:00:00,1.Compra e venda,25,RESIDÊNCIA,100.0,JAN-2025,0
,3671020.0,730000.0,378831.0,378831.0,730000.0,2024-12-26 00:00:00,1.Compra e venda,114,RESIDÊNCIA,100.0,JAN-2025,100
,8270360.0,148000.0,153867.0,153867.0,153867.0,2025-01-08 00:00:00,1.Compra e venda,62,RESIDÊNCIA,100.0,JAN-2025,0
PIRITUBA,5134200.0,282000.0,994102.0,99.4102,282000.0,2024-12-11 00:00:00,1.Compra e venda,110,RESIDÊNCIA,0.01,JAN-2025,100
PIRITUBA,5134200.0,296000.0,994102.0,99.4102,296000.0,2024-12-20 00:00:00,1.Compra e venda,110,RESIDÊNCIA,0.01,JAN-2025,100
